,NAME,ROUNDS,SCORING,DRIVE_DISTANCE,FWY_%,SCRAMBLING_%,GIR_%,SG_TEE,SG_APPROACH,SG_SCRAMBLE,SG_PUTTING,SG_TOTAL,POINTS,TOP 10,1ST,MONEY,Year
2,Jim Furyk,84,69.200,279.3,73.18,69.33,68.75,.121,1.175,.408,.091,1.796,"2,450",11,,"$5,987,395",2014
3,Adam Scott,68,69.205,303.5,61.51,60.73,68.79,.725,.610,.166,.220,1.720,835,10,1,"$4,098,588",2014
4,Matt Kuchar,91,69.416,283.8,67.37,62.40,66.92,.210,.527,.380,.457,1.573,"1,300",11,1,"$4,695,515",2014
5,Dustin Johnson,58,69.546,311.0,57.18,59.76,68.03,.730,.533,-.015,.082,1.331,210,7,1,"$4,249,180",2014
6,Justin Rose,70,69.624,295.1,59.92,61.23,66.91,.402,.744,.360,-.040,1.466,850,8,1,"$3,926,768",2014
7,Jason Day,54,69.626,301.2,58.72,64.95,64.00,.495,.176,.402,.317,1.389,"1,200",6,1,"$3,789,574",2014
8,Graeme McDowell,66,69.642,278.0,69.20,60.47,65.77,-.034,.379,-.055,.882,1.171,"1,256",8,,"$2,077,387",2014
9,Charl Schwartzel,64,69.671,297.8,59.45,61.67,63.53,.550,.315,.421,.055,1.341,"1,405",5,,"$1,997,482",2014
10,Bubba Watson,76,69.712,314.3,60.47,59.14,67.96,.967,.324,.111,-.050,1.352,"2,285",8,2,"$6,336,978",2014
11,Jimmy Walker,98,69.789,301.0,51.67,58.39,67.59,.119,.608,.048,.479,1.253,"1,668",10,3,"$5,787,016",2014
12,Graham DeLaet,80,69.943,303.4,62.07,58.75,70.68,.360,.895,.007,-.093,1.168,"1,553",7,,"$2,616,518",2014
13,Jordan Spieth,102,69.946,289.7,58.79,62.39,62.47,.034,.286,.260,.399,.980,698,8,,"$4,342,748",2014
14,Ryan Palmer,85,69.993,300.4,58.55,58.24,66.67,.760,.133,.078,.295,1.265,730,8,,"$2,924,300",2014
15,Kevin Na,94,69.996,280.3,64.32,65.16,64.72,-.100,.341,.397,.315,.954,528,6,,"$3,153,107",2014
16,Keegan Bradley,89,70.031,302.2,62.36,62.31,66.67,.430,.500,-.190,.254,.994,"1,621",6,,"$2,828,638",2014
17,Brendon Todd,108,70.049,280.3,64.85,63.57,63.99,.015,-.174,.289,.664,.793,508,7,1,"$3,396,747",2014
18,Brooks Koepka,56,70.052,307.0,56.91,57.51,64.98,.425,.598,-.226,.162,.958,,2,,,2014
19,Hideki Matsuyama,82,70.083,294.8,61.52,60.42,64.03,.325,1.022,.198,-.393,1.152,475,4,1,"$2,837,477",2014
20,Harris English,95,70.094,299.2,59.95,57.44,68.36,.193,.465,.047,-.028,.677,"1,662",7,1,"$2,947,322",2014
21,Russell Knox,92,70.111,285.7,67.60,63.40,68.00,.221,.502,.215,-.116,.822,"1,480",3,,"$1,513,630",2014
22,Bill Haas,107,70.132,291.9,62.94,60.37,68.62,.296,.382,.265,.147,1.090,655,5,,"$2,841,521",2014
23,Charles Howell III,106,70.134,304.1,52.77,61.26,67.66,.498,.017,.201,.037,.755,"1,592",6,,"$1,997,044",2014
24,Chris Kirk,105,70.150,291.0,62.78,63.30,63.46,.033,.287,.169,.374,.862,"3,100",5,2,"$4,854,777",2014
25,Paul Casey,56,70.152,293.0,60.49,56.23,65.77,-.013,.762,-.024,.283,1.008,699,,,"$877,968",2014
26,Marc Leishman,81,70.152,297.6,57.97,57.29,65.21,.164,.546,.056,-.017,.749,"1,240",6,,"$2,558,657",2014
27,Zach Johnson,97,70.159,282.2,70.51,60.75,67.42,.145,.513,.093,.106,.857,650,5,1,"$3,353,417",2014
28,Henrik Stenson,56,70.166,293.2,68.78,51.83,69.03,.650,.575,-.064,-.170,.992,"1,315",3,,"$1,894,235",2014
29,Rickie Fowler,91,70.172,297.5,59.93,62.06,64.51,.264,.213,.003,.290,.769,"1,225",10,,"$4,806,117",2014
30,Webb Simpson,87,70.234,288.5,62.24,59.05,65.28,-.027,.333,.275,.300,.880,525,9,1,"$3,539,601",2014
31,George McNeill,79,70.248,286.1,62.22,58.21,66.17,-.061,.537,.053,.271,.799,"1,352",4,,"$2,014,357",2014
32,Gary Woodland,93,70.249,304.1,59.49,60.11,66.55,.581,.381,.087,-.149,.900,595,5,,"$2,734,153",2014
33,John Senden,99,70.270,288.9,64.25,60.21,67.85,.224,.127,-.023,.476,.805,585,5,1,"$2,856,685",2014
34,Phil Mickelson,71,70.278,292.4,58.01,61.71,65.26,.201,.166,.266,.234,.868,"1,046",1,,"$2,158,019",2014
35,Jason Kokrak,65,70.307,303.4,55.64,59.75,65.38,.284,.476,-.074,.222,.908,932,2,,"$1,200,381",2014
36,Ryan Moore,86,70.344,284.7,69.92,57.64,67.99,.253,.499,.041,.042,.836,"1,534",7,1,"$3,098,263",2014
37,Jerry Kelly,80,70.349,277.5,66.49,62.10,65.56,-.089,.218,.160,.239,.527,"1,175",4,,"$1,451,059",2014
38,David Toms,64,70.350,275.1,75.49,61.60,68.73,.083,.203,.120,.055,.460,502,2,,"$801,355",2014
39,Brian Harman,111,70.391,289.0,60.96,59.66,64.26,-.014,.296,.121,.113,.515,"1,571",6,1,"$2,414,334",2014
40,Charley Hoffman,93,70.464,299.2,58.69,59.53,67.08,.415,.301,-.026,.266,.956,"1,291",5,,"$1,977,296",2014
41,Kevin Chappell,100,70.466,296.2,64.90,57.32,67.59,.386,.526,.058,-.278,.692,"1,268",1,,"$1,343,412",2014
42,Martin Kaymer,65,70.468,294.9,61.27,53.43,64.58,.279,.370,-.294,-.111,.244,655,4,2,"$4,532,537",2014
43,Chris Stroud,88,70.476,285.8,63.93,61.89,65.21,-.174,.132,.278,.182,.418,"1,344",4,,"$1,826,399",2014
44,Robert Streb,75,70.502,300.0,59.62,59.00,65.65,.461,-.259,.117,.119,.438,966,2,,"$1,300,075",2014
45,Carl Pettersson,91,70.520,295.5,58.79,57.33,66.67,.294,.096,.006,-.138,.259,"1,173",4,,"$1,348,393",2014
46,Billy Horschel,92,70.521,291.6,67.04,55.32,70.43,.473,.132,-.087,.220,.738,"4,750",5,2,"$4,814,787",2014
47,Brian Stuard,91,70.549,283.4,66.14,60.42,63.86,-.034,.195,-.119,.283,.326,"1,315",4,,"$1,852,531",2014
48,Daniel Summerhays,98,70.566,282.2,66.30,58.22,66.89,.040,.138,.005,.492,.675,"1,242",2,,"$1,509,543",2014
49,Hunter Mahan,88,70.574,295.8,65.10,54.71,66.67,.687,-.221,-.153,.207,.520,"1,835",6,1,"$3,097,983",2014
50,Chad Campbell,57,70.590,287.8,65.36,60.08,72.43,.056,.641,.011,-.434,.275,317,1,,"$470,798",2014
51,Patrick Reed,92,70.598,292.3,55.59,59.42,63.64,.040,-.352,.393,.249,.331,598,4,2,"$4,026,076",2014
52,Stuart Appleby,92,70.599,278.6,60.42,61.00,62.96,-.311,-.160,.345,.487,.361,"1,755",3,,"$1,477,971",2014
53,Freddie Jacobson,91,70.604,284.6,59.35,61.34,62.58,-.162,-.199,.068,.704,.411,"1,068",4,,"$1,901,789",2014
54,Shawn Stefani,60,70.609,297.7,64.17,59.45,66.20,.412,.065,.086,-.146,.418,842,2,,"$1,369,259",2014
55,Kevin Stadler,90,70.620,291.6,64.28,53.41,68.91,.505,.386,-.012,-.467,.411,"1,537",3,1,"$2,300,307",2014
56,Cameron Tringale,111,70.630,282.9,63.87,59.34,66.77,.008,.322,.230,.107,.668,600,3,,"$2,169,723",2014
57,Luke Guthrie,85,70.638,287.6,58.99,61.29,63.53,-.231,.113,.228,.190,.299,580,2,,"$840,555",2014
58,Seung-Yul Noh,92,70.661,296.5,55.02,60.33,66.97,-.268,.447,.248,-.121,.306,"1,590",3,1,"$2,115,234",2014
59,Scott Langley,95,70.662,281.3,61.08,61.67,64.16,-.395,.150,.262,.268,.284,898,1,,"$1,151,496",2014
60,Ricky Barnes,92,70.671,290.7,54.85,61.80,64.96,-.267,.396,.015,.157,.302,530,2,,"$706,855",2014
61,Brandt Snedeker,89,70.671,285.6,63.70,59.48,63.28,-.043,.143,.217,.326,.644,812,3,,"$1,652,380",2014
62,Ãngel Cabrera,69,70.675,303.7,58.40,53.10,64.98,.554,.078,-.434,.007,.205,"1,332",1,1,"$1,868,559",2014
63,Will MacKenzie,82,70.685,290.6,64.50,55.91,65.58,.044,-.041,.067,.154,.224,"1,092",5,,"$1,853,822",2014
64,Billy Hurley III,86,70.696,276.7,70.44,61.36,65.89,-.103,.250,.123,.039,.309,685,4,,"$1,145,299",2014
65,William McGirt,96,70.712,278.5,65.94,59.02,64.41,.002,-.202,-.035,.314,.079,"1,182",4,,"$1,275,738",2014
66,Andrew Svoboda,77,70.713,287.4,66.14,59.05,68.11,.111,.323,-.064,-.026,.344,702,2,,"$1,168,073",2014
67,Tim Wilkinson,86,70.714,282.4,59.51,63.19,61.72,-.145,-.287,.354,.205,.127,498,3,,"$824,179",2014
68,Camilo Villegas,95,70.716,292.5,59.95,56.64,66.96,-.159,.413,.061,.000,.315,"1,342",1,1,"$1,642,124",2014
69,Kevin Kisner,85,70.718,287.8,61.43,56.69,65.29,.049,.076,-.116,.388,.397,587,3,,"$954,497",2014
70,J.B. Holmes,86,70.721,308.0,54.71,58.51,60.92,.509,-.317,.283,-.075,.401,"1,467",2,1,"$2,365,204",2014
71,Matt Every,85,70.722,286.3,56.72,58.82,63.33,-.234,.029,-.031,.733,.497,"1,354",6,1,"$2,540,370",2014
72,Ian Poulter,57,70.722,288.1,61.35,58.05,62.40,.042,-.176,.028,.067,-.038,892,2,,"$1,616,693",2014
73,Robert Garrigus,80,70.728,306.1,57.18,57.17,65.14,.362,.156,-.136,.047,.429,678,2,,"$1,095,474",2014
74,Retief Goosen,94,70.728,288.8,55.90,61.12,63.64,-.443,.151,.269,.352,.329,591,2,,"$826,073",2014
75,Ben Martin,80,70.732,291.7,64.34,59.10,66.04,.213,-.097,.015,.291,.421,899,3,,"$1,482,836",2014
76,Jeff Overton,80,70.734,287.5,57.36,60.47,65.79,.056,-.059,.047,.017,.061,719,3,,"$1,115,467",2014
77,Luke Donald,57,70.735,278.1,62.56,60.59,63.00,-.493,.315,.351,.517,.690,798,3,,"$1,451,440",2014
78,Ernie Els,85,70.736,291.2,53.26,61.36,61.60,-.016,.141,.529,-.171,.483,"1,467",3,,"$1,799,569",2014
79,Heath Slocum,71,70.737,277.8,72.41,61.58,67.31,.203,.083,.041,-.078,.249,419,1,,"$566,167",2014
80,Tim Clark,75,70.738,272.2,74.02,59.34,64.30,-.286,.253,.094,.025,.086,"1,271",3,1,"$2,066,344",2014
81,Lee Westwood,57,70.738,292.3,61.22,56.28,63.69,.334,.037,.124,.151,.646,577,2,,"$1,223,104",2014
82,Nick Watney,80,70.756,295.8,63.97,56.01,67.33,.298,.648,-.258,-.075,.613,584,2,,"$913,398",2014
83,Aaron Baddeley,74,70.796,293.8,52.29,60.27,59.80,-.589,-.291,.051,.872,.044,528,2,,"$942,559",2014
84,Brendan Steele,89,70.798,298.9,59.51,59.45,66.47,.237,.222,-.062,.121,.519,881,4,,"$1,359,890",2014
85,Brendon de Jonge,109,70.801,287.9,67.87,57.10,64.48,.339,-.012,-.071,-.032,.224,762,2,,"$1,171,395",2014
86,Danny Lee,84,70.802,284.2,65.05,57.62,64.44,.157,-.007,-.272,.141,.018,800,1,,"$781,295",2014
87,Willy Wilcox,51,70.819,297.3,61.40,58.90,66.89,.487,.203,-.138,-.204,.349,362,2,,"$586,159",2014
88,Bo Van Pelt,83,70.827,291.3,62.83,57.78,68.61,.048,.468,-.085,-.053,.378,866,1,,"$982,218",2014
89,Erik Compton,88,70.829,283.3,58.48,58.80,63.07,-.089,.066,-.235,.282,.023,"1,117",3,,"$1,796,143",2014
90,David Hearn,97,70.830,279.1,67.48,60.99,66.38,-.118,.146,.108,.315,.451,930,3,,"$1,138,324",2014
91,Justin Hicks,103,70.836,285.1,73.46,54.81,71.44,.456,.172,-.631,.069,.066,923,3,,"$1,544,061",2014
92,Stewart Cink,91,70.847,293.7,59.45,55.35,66.36,-.007,.442,-.192,-.131,.113,866,,,"$929,166",2014
93,Louis Oosthuizen,50,70.852,300.5,60.90,51.80,66.43,.724,-.145,-.367,-.429,-.217,453,1,,"$946,134",2014
94,Andres Romero,81,70.852,294.6,54.79,59.96,60.53,.050,-.381,.124,.353,.145,655,1,,"$782,184",2014
95,K.J. Choi,80,70.870,279.8,64.22,56.78,62.08,-.339,.049,.251,.332,.293,"1,019",2,,"$1,677,848",2014
96,Brad Fritsch,50,70.888,294.4,60.24,59.93,65.05,-.048,.098,.060,-.050,.060,322,3,,"$568,391",2014
97,Jason Bohn,81,70.892,280.0,64.95,56.03,64.75,-.475,.185,.038,.126,-.127,"1,011",3,,"$1,585,189",2014
98,Justin Leonard,75,70.895,270.3,65.04,64.56,57.78,-.752,-.497,.571,.496,-.181,491,2,,"$807,949",2014
99,Morgan Hoffmann,103,70.899,295.4,54.09,57.53,62.74,-.172,-.425,.125,.506,.034,518,2,,"$1,595,922",2014
100,Jason Dufner,57,70.900,285.3,63.76,52.74,66.26,.316,.590,.192,-.576,.522,798,4,,"$1,651,491",2014
101,Troy Merritt,62,70.900,285.2,61.43,56.15,65.05,-.213,.261,-.171,.024,-.099,609,1,,"$882,864",2014
102,Michael Putnam,106,70.905,293.0,61.08,56.69,67.05,.111,.469,-.063,-.409,.108,708,1,,"$818,799",2014
103,Robert Allenby,83,70.920,284.9,61.47,59.96,67.63,-.050,.552,-.234,-.163,.105,438,,,"$514,288",2014
104,Vijay Singh,83,70.933,289.7,60.66,59.19,65.39,.167,.126,.261,-.579,-.025,800,1,,"$989,028",2014
105,Scott Brown,100,70.936,287.2,66.55,58.73,65.00,.277,-.139,-.005,.211,.345,821,4,,"$1,441,725",2014
106,Ben Crane,81,70.954,279.0,66.40,59.10,63.44,-.297,-.009,.017,.138,-.152,"1,199",2,1,"$1,534,634",2014
107,Ryo Ishikawa,75,70.980,291.0,53.26,54.55,64.96,-.259,.395,.095,.092,.323,936,3,,"$1,380,579",2014
108,Matt Jones,83,71.021,296.3,58.50,55.92,63.25,.236,-.421,.157,.142,.113,"1,051",1,1,"$1,928,154",2014
109,Jhonattan Vegas,77,71.022,304.8,61.16,59.23,69.11,.628,-.439,.125,-.370,-.056,528,2,,"$751,763",2014
110,Brice Garnett,92,71.039,289.3,58.91,59.60,65.15,-.056,-.197,-.002,.109,-.147,488,1,,"$617,805",2014
111,Bud Cauley,56,71.060,293.4,57.54,59.76,67.46,-.073,-.109,.467,-.389,-.105,357,1,,"$647,886",2014
112,J.J. Henry,91,71.064,290.7,64.39,56.72,69.60,.192,-.119,-.105,-.187,-.219,425,,,"$554,615",2014
113,Charlie Wi,72,71.067,281.0,57.74,62.27,60.87,-.350,-.253,.383,.112,-.108,329,,,"$384,796",2014
114,Tyrone Van Aswegen,79,71.070,290.0,53.54,58.25,64.17,-.735,.291,.181,.017,-.247,355,,,"$454,856",2014
115,Jonathan Byrd,76,71.083,288.1,61.58,58.02,64.89,.079,-.265,.159,-.271,-.298,383,1,,"$617,014",2014
116,Spencer Levin,59,71.086,280.1,64.92,59.89,64.31,-.224,-.113,.107,-.094,-.324,246,,,"$277,780",2014
117,"Ted Potter, Jr.",68,71.087,278.4,69.56,62.76,65.11,.134,.096,-.104,-.216,-.090,311,,,"$386,341",2014
118,Pat Perez,84,71.110,286.4,60.05,60.30,64.35,-.280,.063,-.039,.251,-.004,682,3,,"$1,315,080",2014
119,Bryce Molder,77,71.112,278.7,59.49,60.34,63.93,-.763,.006,.275,.249,-.233,565,2,,"$828,605",2014
120,Ken Duke,80,71.137,275.5,70.18,57.48,67.17,-.092,.329,-.006,-.409,-.178,305,,,"$455,589",2014
121,Andrew Loupe,65,71.142,308.0,50.00,55.56,63.11,.220,-.509,-.196,.350,-.136,380,1,,"$563,121",2014
122,Steven Bowditch,93,71.145,298.1,55.13,56.77,63.38,-.002,.094,.307,-.581,-.182,"1,213",1,1,"$1,734,693",2014
123,Hudson Swafford,75,71.167,297.5,64.28,52.63,68.78,.305,.015,-.436,-.200,-.316,351,1,,"$513,883",2014
124,Sangmoon Bae,76,71.168,288.5,61.39,57.40,62.94,.179,-.299,-.081,.418,.216,466,,,"$718,111",2014
125,James Hahn,82,71.186,289.6,60.83,55.11,63.96,.162,.009,-.102,-.306,-.236,456,2,,"$735,259",2014
126,Michael Thompson,74,71.194,289.2,62.22,58.42,65.69,-.211,-.046,-.060,.466,.149,515,1,,"$932,300",2014
127,Martin Flores,85,71.199,296.0,56.71,57.42,66.54,-.001,.391,-.029,-.144,.218,534,1,,"$1,035,447",2014
128,Wes Roach,67,71.206,293.0,61.05,57.64,64.20,-.149,-.107,-.298,.000,-.554,314,1,,"$453,616",2014
129,Chesson Hadley,84,71.212,290.6,57.01,54.20,63.03,-.319,.242,-.102,.041,-.140,"1,338",4,1,"$1,703,316",2014
130,Brian Davis,93,71.232,278.2,67.23,61.55,61.47,-.064,-.419,.399,.145,.061,538,,,"$842,539",2014
131,John Huh,87,71.240,283.9,66.87,57.52,64.39,-.059,.016,.033,-.159,-.169,698,2,,"$974,043",2014
132,Sean O'Hair,77,71.240,300.5,53.73,59.57,63.42,.121,-.473,.026,.082,-.244,278,1,,"$408,793",2014
133,Greg Chalmers,85,71.251,280.7,58.51,59.49,59.88,-.503,-.636,.151,.856,-.133,402,1,,"$578,979",2014
134,Charlie Beljan,76,71.280,303.8,59.02,52.99,65.20,.523,-.128,-.453,-.231,-.289,409,1,,"$712,652",2014
135,Gonzalo Fernandez-CastaÃ±o,83,71.294,288.1,59.93,57.79,60.84,-.262,-.070,.240,-.120,-.211,863,1,,"$926,493",2014
136,Josh Teater,90,71.301,294.6,61.22,57.69,65.09,.239,-.091,-.072,-.218,-.143,334,,,"$366,241",2014
137,Boo Weekley,73,71.307,288.3,69.57,53.14,68.06,.732,.044,.099,-1.152,-.277,536,1,,"$832,673",2014
138,Chad Collins,78,71.315,275.4,59.67,59.66,59.98,-.635,-.522,.273,.438,-.446,295,1,,"$408,434",2014
139,Jamie Lovemark,64,71.345,302.4,53.94,56.20,64.91,.374,-.321,.181,-.585,-.351,212,,,"$305,944",2014
140,Ben Curtis,77,71.354,279.5,64.80,56.62,62.63,-.257,-.416,.057,.400,-.216,406,1,,"$625,515",2014
141,Kevin Streelman,79,71.354,288.6,68.04,54.07,63.25,.471,-.242,-.162,.006,.074,"1,354",2,1,"$2,107,994",2014
142,Davis Love III,74,71.364,296.3,59.04,55.43,64.51,.176,.053,-.285,-.361,-.418,253,,,"$284,800",2014
143,Russell Henley,92,71.379,293.7,63.67,52.37,61.84,.205,-.371,-.272,.332,-.106,635,3,1,"$2,590,493",2014
144,Rory Sabbatini,82,71.381,294.2,55.48,55.35,65.38,-.065,.021,-.201,-.326,-.571,567,3,,"$1,024,736",2014
145,Geoff Ogilvy,84,71.422,292.5,58.51,55.77,64.51,-.020,.038,-.050,-.331,-.363,470,2,1,"$1,809,632",2014
146,Martin Laird,66,71.436,297.2,61.26,53.72,66.31,.238,-.205,.004,-.154,-.116,425,1,,"$583,663",2014
147,Johnson Wagner,69,71.444,287.1,56.95,58.33,64.10,-.209,-.254,-.152,.050,-.565,323,1,,"$393,729",2014
148,James Driscoll,71,71.454,284.2,52.68,55.40,60.88,-.661,-.146,-.151,.123,-.835,311,,,"$371,404",2014
149,David Lingmerth,80,71.469,289.8,59.83,54.58,63.30,.094,-.171,-.142,-.087,-.307,391,2,,"$676,661",2014
150,John Peterson,62,71.470,288.1,64.00,55.91,65.56,.415,.539,-.614,-.819,-.480,170,,,"$238,230",2014
151,Trevor Immelman,84,71.471,291.8,58.50,54.60,65.28,-.006,-.013,.176,-.474,-.317,354,1,,"$447,516",2014
152,Brian Gay,81,71.493,271.6,61.99,65.69,59.21,-.508,-.501,.276,.268,-.465,375,1,,"$605,368",2014
153,Tommy Gainey,73,71.510,294.0,57.92,50.56,64.01,.257,-.057,-.740,.019,-.521,311,1,,"$490,590",2014
154,Richard Lee,80,71.528,285.1,61.86,61.21,59.97,-.150,-.750,.021,.446,-.432,376,2,,"$618,443",2014
155,Jonas Blixt,64,71.581,286.1,56.16,58.76,61.11,-.434,-.299,.221,.303,-.209,599,1,,"$1,342,198",2014
156,Jeff Maggert,54,71.612,276.6,68.83,58.26,65.74,-.135,.200,-.161,-.652,-.748,195,1,,"$360,157",2014
157,Roberto Castro,76,71.617,283.9,62.95,55.79,60.44,-.122,-.159,.365,-.384,-.300,387,1,,"$615,933",2014
158,Jim Herman,62,71.619,294.7,62.18,54.70,66.38,.302,-.238,-.551,-.362,-.850,142,,,"$187,337",2014
159,Nicholas Thompson,85,71.657,287.0,67.08,52.88,66.67,.174,.301,-.371,-.622,-.517,437,1,,"$713,377",2014
160,Briny Baird,50,71.679,281.6,63.70,56.84,63.44,-.249,-.183,.013,-.156,-.575,366,1,,"$616,316",2014
161,Y.E. Yang,79,71.712,281.9,65.41,56.69,61.68,-.097,-.586,.220,-.073,-.536,234,,,"$254,525",2014
162,Mark Wilson,69,71.732,279.6,67.00,55.58,63.25,-.232,-.112,.079,-.539,-.804,142,,,"$155,313",2014
163,Woody Austin,63,71.743,278.5,61.45,54.81,60.83,-.318,-.169,-.210,-.137,-.833,225,,,"$292,824",2014
164,Kyle Stanley,87,71.745,297.5,61.26,52.73,66.87,.440,.623,-.511,-1.385,-.834,297,1,,"$473,581",2014
165,Bronson La'Cassie,51,71.772,284.9,59.76,60.24,61.35,-.040,-.535,.145,-.088,-.519,128,,,"$160,632",2014
166,Mike Weir,69,71.789,271.2,52.76,59.84,57.44,-1.582,.257,.443,.256,-.626,375,1,,"$854,413",2014
167,Scott Stallings,77,71.835,300.4,56.04,54.17,63.16,.135,-.221,-.283,-.305,-.673,831,1,1,"$1,385,689",2014
168,Jim Renner,61,71.843,288.2,56.50,47.98,62.71,-.339,.367,-.248,-.792,-1.013,346,1,,"$763,978",2014
169,John Merrick,87,71.852,285.3,68.62,50.31,68.07,.129,.252,-.329,-.568,-.517,399,,,"$516,148",2014
170,Kevin Tway,64,71.912,294.5,58.95,52.99,64.35,.048,-.623,-.102,-.157,-.834,172,,,"$167,278",2014
171,D.H. Lee,54,71.914,276.2,66.47,58.73,59.89,-.332,-.591,.103,.024,-.796,94,,,"$138,642",2014
172,John Rollins,84,71.932,290.1,59.80,52.77,64.86,-.204,.002,-.193,-.252,-.647,244,,,"$289,757",2014
173,Lucas Glover,68,72.233,300.6,64.02,49.74,67.00,.335,.469,-.265,-1.475,-.936,129,,,"$210,166",2014
174,Troy Matteson,62,72.237,296.7,53.09,52.64,61.97,-.264,-.417,-.233,-.422,-1.337,238,1,,"$387,796",2014
175,D.A. Points,75,72.239,284.5,62.56,53.88,62.71,-.424,-.308,-.021,-.344,-1.097,206,,,"$364,653",2014
176,Derek Ernst,80,72.593,297.0,64.41,51.30,63.52,.312,-.694,-.415,-.558,-1.356,218,,,"$305,654",2014
0,Jordan Spieth,91,68.938,291.8,62.91,65.03,67.87,.494,.618,.471,.571,2.154,"3,800",15,5,"$12,030,465",2015
1,Jason Day,75,69.161,313.7,55.94,65.34,70.83,.772,.461,.287,.586,2.106,"2,290",11,5,"$9,403,330",2015
2,Bubba Watson,71,69.296,315.2,56.55,61.89,69.32,1.194,.684,-.002,.212,2.088,"1,680",10,2,"$6,876,797",2015
3,Henrik Stenson,63,69.354,296.4,69.91,62.24,73.52,.448,1.244,.082,.436,2.210,"2,307",8,,"$4,755,070",2015
4,Dustin Johnson,75,69.585,317.7,55.53,57.85,67.05,.960,.579,-.212,.128,1.455,"1,360",11,1,"$5,509,467",2015
5,Justin Rose,69,69.744,303.5,63.87,59.14,70.54,.550,.692,.228,.023,1.493,"1,235",8,1,"$5,462,677",2015
6,Zach Johnson,90,69.753,282.6,71.21,60.98,68.58,.240,.605,.236,.040,1.120,"1,450",10,1,"$4,801,487",2015
7,Willy Wilcox,58,69.804,296.6,68.98,62.55,72.53,.662,.144,.058,.322,1.186,649,4,,"$1,168,302",2015
8,Paul Casey,87,69.806,297.8,64.16,56.13,72.36,.392,.991,-.182,.014,1.216,632,8,,"$3,488,311",2015
9,Jim Furyk,71,69.845,281.9,69.08,62.93,69.79,.064,1.081,.513,-.024,1.634,304,7,1,"$3,732,664",2015
10,Brooks Koepka,84,69.861,308.2,57.33,56.63,69.48,.407,.200,.052,.421,1.081,414,8,1,"$3,571,900",2015
11,Hideki Matsuyama,95,69.940,294.5,65.25,61.92,69.20,.496,.637,.254,.076,1.464,558,9,,"$3,758,619",2015
12,Sergio Garcia,59,69.958,300.0,59.47,58.41,67.56,.442,.468,.157,-.022,1.045,"1,177",4,,"$2,670,229",2015
13,Matt Kuchar,97,70.040,288.5,63.23,63.78,66.55,.136,.202,.479,.316,1.133,530,7,,"$2,774,170",2015
14,Ryan Palmer,80,70.102,305.2,56.57,60.57,66.81,.356,.529,-.072,.147,.960,"1,386",5,,"$1,974,523",2015
15,Justin Thomas,106,70.105,303.2,58.24,61.55,68.92,.352,.385,.188,.042,.968,"1,498",7,,"$2,278,564",2015
16,Kevin Na,98,70.121,280.1,62.51,62.87,64.56,-.329,.381,.660,.233,.944,410,7,,"$2,820,766",2015
17,Robert Streb,110,70.130,297.1,59.47,59.57,69.14,.309,.175,.228,.381,1.093,542,9,1,"$3,947,424",2015
18,Brandt Snedeker,98,70.158,288.4,60.98,63.27,64.97,-.126,-.199,.344,.588,.607,416,8,1,"$3,698,056",2015
19,Louis Oosthuizen,68,70.160,298.8,59.84,61.30,68.28,.339,.397,.088,-.220,.605,176,6,,"$3,251,174",2015
20,Rickie Fowler,76,70.230,296.8,62.08,61.10,65.81,.123,.590,.066,.309,1.088,"1,838",7,2,"$5,773,430",2015
21,Jason Bohn,95,70.235,277.1,71.58,60.90,68.89,.019,.561,-.042,.239,.777,"1,373",6,,"$2,337,580",2015
22,Harris English,105,70.235,298.4,58.51,61.65,67.05,.009,.207,.000,.560,.777,360,3,,"$1,971,687",2015
23,Jimmy Walker,89,70.268,301.6,52.23,57.71,66.09,-.161,.334,.068,.692,.933,558,6,2,"$4,521,350",2015
24,Tony Finau,106,70.281,309.0,54.30,56.15,67.61,.383,.224,.027,-.006,.628,"1,293",5,,"$2,095,186",2015
25,Patrick Reed,103,70.292,292.9,54.78,61.99,64.42,-.071,.263,.273,.394,.859,656,4,1,"$3,590,566",2015
26,Webb Simpson,81,70.310,289.4,67.85,64.38,67.81,.225,.582,.539,-.646,.700,"1,213",5,,"$2,046,260",2015
27,Kevin Kisner,104,70.344,287.8,66.85,62.66,66.24,.316,.141,-.068,.240,.628,444,6,,"$3,567,939",2015
28,Jerry Kelly,79,70.383,277.2,70.45,64.46,65.96,.073,-.052,.166,.250,.436,966,4,,"$1,336,607",2015
29,Daniel Summerhays,101,70.397,284.0,61.79,57.76,65.62,-.111,.194,-.186,.644,.541,"1,501",5,,"$1,633,957",2015
30,Danny Lee,120,70.398,283.1,63.92,60.86,65.69,-.301,.718,-.062,.374,.729,"1,123",8,1,"$3,965,933",2015
31,Brendan Steele,88,70.413,302.9,61.13,60.08,68.52,.363,.600,.041,-.047,.958,"1,204",4,,"$1,759,484",2015
32,Russell Knox,96,70.421,284.4,67.76,59.92,70.83,.098,.622,.107,-.021,.806,"1,435",3,,"$1,916,666",2015
33,Ian Poulter,68,70.421,286.7,63.58,60.76,65.71,-.054,.235,.147,.225,.554,981,4,,"$1,690,587",2015
34,Shawn Stefani,94,70.421,296.3,62.06,56.44,68.79,.332,.283,-.192,.074,.497,"1,171",3,,"$1,757,803",2015
35,Rory Sabbatini,81,70.435,290.0,60.30,63.11,67.83,.094,.375,.097,-.106,.461,"1,064",4,,"$1,525,784",2015
