,NAME,ROUNDS,SCORING,DRIVE_DISTANCE,FWY_%,SCRAMBLING_%,GIR_%,SG_TEE,SG_APPROACH,SG_SCRAMBLE,SG_PUTTING,SG_TOTAL,POINTS,TOP 10,1ST,MONEY,Year
28,Jerry Kelly,85,70.241,275.6,73.3,62.55,66.25,0.038,0.161,0.21100000000000002,0.257,0.667,1450,4,0,1451797,2011
29,Keegan Bradley,91,70.257,300.7,61.5,56.18,65.9,0.6829999999999999,-0.33,-0.081,0.006999999999999999,0.27899999999999997,648,4,2,3758600,2011
30,Chad Campbell,99,70.273,291.1,63.31,57.54,71.13,0.08199999999999999,0.987,-0.13699999999999998,-0.368,0.564,1076,1,0,1104024,2011
31,Y.E. Yang,63,70.277,290.2,62.23,61.31,62.52,0.152,-0.111,-0.038,0.267,0.27,440,5,0,2314865,2011
32,Robert Allenby,84,70.28399999999999,290.2,62.91,58.76,67.54,0.462,0.494,0.035,-0.17300000000000001,0.818,1146,3,0,1452567,2011
33,Carl Pettersson,95,70.289,291.8,62.29,58.46,65.77,0.113,0.147,0.025,0.485,0.77,1284,5,0,1540723,2011
34,Kyle Stanley,98,70.317,304.6,59.52,54.17,68.21,0.516,0.515,0.139,-0.506,0.665,1523,4,0,1523657,2011
35,Justin Rose,79,70.332,290.6,63.27,57.92,69.48,0.18600000000000003,0.508,0.243,0.047,0.9840000000000001,2253,5,1,3401420,2011
36,Brandt Jobe,100,70.334,298.5,65.87,58.72,69.16,0.478,0.262,-0.129,-0.015,0.596,1238,4,0,1629764,2011
37,Martin Laird,77,70.34100000000001,303.0,58.51,59.08,66.59,0.499,0.23399999999999999,0.10300000000000001,0.161,0.996,1589,6,1,2676509,2011
38,Ryan Moore,79,70.345,290.1,63.1,60.08,62.89,0.158,0.192,-0.071,0.55,0.8270000000000001,1465,4,0,1942906,2011
39,Jim Furyk,87,70.37,281.4,68.0,58.37,67.57,-0.017,0.643,0.19,-0.16,0.655,1468,4,0,1529690,2011
40,Chris Kirk,87,70.414,295.7,56.47,57.66,66.67,-0.11800000000000001,0.611,0.142,-0.20199999999999999,0.43200000000000005,1332,4,1,1877627,2011
41,John Merrick,71,70.423,297.2,67.31,58.03,68.69,0.319,0.134,-0.081,0.057999999999999996,0.43,535,1,0,704789,2011
42,Jimmy Walker,79,70.42399999999999,298.8,53.13,59.45,63.92,-0.285,0.271,0.168,0.222,0.376,1252,4,0,1336556,2011
43,Brendon de Jonge,105,70.429,287.8,64.04,60.33,66.45,-0.065,0.312,0.057,0.273,0.5760000000000001,1024,3,0,1241326,2011
44,Kevin Na,84,70.432,279.8,57.66,63.5,61.04,-0.757,0.28600000000000003,0.593,0.65,0.77,778,6,1,2336965,2011
45,Trevor Immelman,84,70.433,288.5,61.74,58.09,68.12,-0.299,0.085,0.25,0.297,0.33299999999999996,638,2,0,1165604,2011
46,Bryce Molder,82,70.433,282.0,66.46,62.5,65.0,-0.325,-0.138,0.34600000000000003,0.77,0.653,523,6,1,1957944,2011
47,Ben Crane,76,70.434,284.9,67.06,61.31,66.36,0.10099999999999999,0.162,0.09300000000000001,0.134,0.49,561,4,1,1679595,2011
48,Briny Baird,60,70.435,289.1,68.74,60.0,69.14,0.10099999999999999,0.252,0.11199999999999999,0.078,0.5429999999999999,258,3,0,942286,2011
49,Lucas Glover,74,70.445,294.6,61.05,53.74,65.92,0.27,0.052000000000000005,-0.11599999999999999,0.23600000000000002,0.442,1305,1,1,1823327,2011
50,Dustin Johnson,72,70.457,314.2,57.17,51.24,68.39,0.912,0.195,0.019,-0.5489999999999999,0.5760000000000001,2488,6,1,4309961,2011
51,Rory Sabbatini,85,70.46,292.5,56.74,58.23,65.84,0.218,0.657,0.248,-0.40299999999999997,0.7190000000000001,1493,3,1,2420655,2011
52,Brian Davis,105,70.469,283.3,70.33,59.0,67.35,0.226,0.493,-0.079,-0.035,0.605,1438,2,0,1308009,2011
53,Andres Romero,77,70.495,294.7,57.8,56.48,63.41,0.201,-0.038,-0.09,0.4,0.474,939,4,0,1313133,2011
54,J.B. Holmes,57,70.523,318.4,52.09,54.06,66.46,0.726,0.38799999999999996,-0.20199999999999999,-0.064,0.847,640,4,0,1398583,2011
55,Mark Wilson,89,70.52600000000001,284.8,67.63,62.97,66.03,0.006999999999999999,-0.017,0.255,0.233,0.47700000000000004,620,4,2,3158477,2011
56,Kevin Streelman,90,70.54,289.2,63.72,60.5,65.62,0.442,0.305,-0.168,0.35600000000000004,0.934,770,4,0,1300006,2011
57,Davis Love III,70,70.548,298.5,59.45,54.0,68.25,0.245,0.528,-0.065,-0.318,0.389,565,2,0,1056300,2011
58,Ricky Barnes,78,70.572,293.3,58.55,56.6,66.52,-0.011000000000000001,0.584,0.132,-0.48,0.22399999999999998,556,2,0,951587,2011
59,John Rollins,85,70.584,296.7,66.84,56.28,69.08,0.647,0.124,0.002,-0.10099999999999999,0.6709999999999999,616,4,0,1370566,2011
60,Chris Couch,73,70.595,296.8,64.96,60.87,64.99,0.606,-0.345,-0.20800000000000002,0.397,0.45,573,3,0,922496,2011
61,Greg Chalmers,88,70.596,279.6,62.42,65.17,61.24,-0.41100000000000003,-0.057,0.253,0.635,0.42,692,2,0,832191,2011
62,Vijay Singh,79,70.61,294.3,59.67,57.23,66.46,0.315,0.26,0.156,-0.131,0.6,548,5,0,2371050,2011
63,D.A. Points,89,70.62100000000001,287.4,66.45,58.36,64.92,0.044000000000000004,-0.09699999999999999,0.124,0.22699999999999998,0.297,1140,3,1,2034156,2011
64,Bubba Watson,85,70.625,314.9,56.92,50.82,69.83,0.898,0.193,-0.317,-0.182,0.593,578,3,2,3477811,2011
65,Tim Herron,85,70.634,291.8,57.29,59.08,65.64,-0.125,-0.122,0.221,0.14800000000000002,0.122,456,3,0,909135,2011
66,Johnson Wagner,81,70.654,282.2,67.35,57.8,67.17,-0.059000000000000004,-0.11900000000000001,-0.192,0.42700000000000005,0.057,842,1,1,1224556,2011
67,J.J. Henry,96,70.671,291.1,66.43,56.03,68.96,0.239,0.08,-0.086,0.139,0.37200000000000005,739,1,0,873377,2011
68,Ãngel Cabrera,50,70.696,301.6,54.97,52.17,63.89,0.217,0.126,-0.679,0.509,0.172,237,3,0,628079,2011
69,Blake Adams,116,70.7,292.1,65.79,60.63,65.48,0.24100000000000002,-0.45299999999999996,0.14800000000000002,0.475,0.41100000000000003,985,4,0,1100558,2011
70,Stewart Cink,72,70.7,291.8,56.58,57.08,64.31,-0.055,0.396,0.16,0.16899999999999998,0.67,556,1,0,909162,2011
71,David Hearn,88,70.709,290.9,63.36,59.47,68.82,0.217,0.016,-0.23399999999999999,0.223,0.222,377,3,0,869072,2011
72,William McGirt,103,70.726,289.9,60.78,59.75,68.63,-0.039,-0.021,0.036000000000000004,0.185,0.162,674,0,0,532933,2011
73,Aron Price,58,70.729,282.6,70.29,55.19,67.09,-0.17600000000000002,0.45299999999999996,-0.091,0.094,0.28,272,0,0,333290,2011
74,Retief Goosen,50,70.73100000000001,289.9,61.44,58.28,64.4,-0.204,0.212,0.154,0.244,0.405,444,1,0,796360,2011
75,Steve Marino,76,70.735,295.2,60.98,57.69,65.79,0.364,0.184,-0.07200000000000001,0.08900000000000001,0.565,1262,3,0,1975076,2011
76,Chez Reavie,92,70.744,293.5,67.32,55.0,68.6,0.381,0.461,-0.34600000000000003,-0.077,0.419,1220,5,0,2285067,2011
77,Billy Mayfair,94,70.747,283.3,70.41,60.87,68.77,0.213,0.11599999999999999,0.292,-0.237,0.385,353,2,0,780578,2011
78,Cameron Tringale,110,70.751,294.3,60.99,57.69,67.3,0.154,-0.133,0.022000000000000002,0.19699999999999998,0.239,1002,4,0,1327807,2011
79,Charlie Wi,83,70.757,285.8,61.35,58.93,63.65,-0.133,-0.608,0.239,0.8079999999999999,0.305,711,1,0,1188494,2011
80,Anthony Kim,72,70.775,294.2,46.99,58.45,61.58,-0.455,0.10300000000000001,0.043,0.239,-0.071,702,2,0,1085846,2011
81,Jonathan Byrd,83,70.783,291.6,60.33,57.2,65.65,-0.040999999999999995,0.248,0.147,0.11599999999999999,0.469,565,5,1,2938920,2011
82,Scott Piercy,78,70.792,305.4,56.81,57.58,65.84,0.201,0.24,-0.337,0.242,0.34600000000000003,885,3,1,1250957,2011
83,George McNeill,69,70.797,295.0,59.95,56.23,64.21,0.13,0.039,-0.153,-0.018000000000000002,-0.002,889,4,0,1458110,2011
84,Nick O'Hern,89,70.8,276.3,71.67,59.22,66.67,0.013000000000000001,0.127,0.37799999999999995,-0.055999999999999994,0.462,463,4,0,940224,2011
85,Jeff Overton,92,70.80199999999999,295.3,60.46,54.73,64.53,0.402,-0.11900000000000001,-0.24100000000000002,0.154,0.196,619,4,0,1290962,2011
86,Rod Pampling,72,70.803,291.6,66.7,63.1,65.89,0.193,-0.18,0.353,0.13,0.49700000000000005,385,2,0,668768,2011
87,Padraig Harrington,60,70.809,294.7,52.98,59.84,64.12,-0.392,0.209,0.19,0.237,0.245,625,3,0,802839,2011
88,Sean O'Hair,71,70.81,294.6,55.78,54.74,63.17,-0.122,0.14,0.145,-0.253,-0.08900000000000001,1102,1,1,1483948,2011
89,Tommy Gainey,104,70.814,296.7,58.97,55.39,67.0,0.245,0.16699999999999998,-0.254,0.11199999999999999,0.27,1009,7,0,2174191,2011
90,Ian Poulter,52,70.824,282.8,64.76,56.33,65.58,-0.354,0.222,0.1,0.27,0.23800000000000002,639,1,0,739926,2011
91,Hunter Haas,96,70.82600000000001,288.5,63.76,59.93,66.24,-0.015,-0.141,0.07400000000000001,0.364,0.282,499,4,0,1039987,2011
92,Pat Perez,76,70.82600000000001,291.4,63.64,58.35,65.42,0.319,-0.048,0.001,0.221,0.49200000000000005,751,4,0,1295253,2011
93,Chris Stroud,88,70.83800000000001,291.2,60.03,57.31,67.0,-0.06,0.23,0.040999999999999995,-0.155,0.057,1013,2,0,1096499,2011
